Amount,Frequency,Recency
924.5999999999999,13,51
256.38,10,63
112.6,7,366
1747.66,76,5
155.05,12,304
899.5099999999998,36,28
591.75,14,183
538.9999999999999,36,41
1353.4099999999996,71,39
1562.1200000000001,58,55
4014.9099999999985,177,21
555.04,33,23
382.9799999999999,24,28
1140.35,36,301
385.64,59,144
632.0000000000001,96,5
957.6600000000001,40,18
1698.9399999999998,46,32
174.65,12,157
412.0499999999998,93,57
209.49000000000004,15,21
-102.0,1,358
2202.99,74,15
40.949999999999996,4,17
384.7999999999999,29,158
834.57,55,24
271.24000000000007,19,211
691.7299999999999,174,5
85.0,1,252
3385.619999999999,206,58
361.62,20,10
312.98,9,64
847.6100000000004,58,24
1255.0,5,91
1537.95,101,51
1586.8099999999995,94,87
2651.46,81,95
1056.94,24,8
8025.0199999999995,114,8
363.4,17,168
216.16999999999996,11,56
201.16,28,325
1240.0000000000005,77,0
2187.3100000000013,142,17
299.56,22,244
501.56,30,57
145.67,7,73
1015.2900000000002,61,30
3192.54,33,6
3104.9500000000035,307,122
2751.250000000001,118,1
6389.800000000004,338,22
381.70000000000005,24,119
540.45,18,357
1786.7900000000004,104,53
122.69999999999999,7,63
117.24000000000001,3,85
1281.53,36,54
3219.7700000000004,165,20
16989.519999999993,180,3
1131.28,66,2
2538.749999999999,155,0
781.3000000000002,60,6
506.8000000000001,28,188
243.56000000000003,16,70
349.54999999999995,19,203
605.63,40,119
416.9,15,92
1860.8599999999992,114,0
632.97,27,26
821.1,21,297
535.9699999999999,30,21
2588.1199999999994,119,20
311.15999999999997,17,49
155.93,12,325
388.52000000000004,19,15
740.9499999999997,43,182
2867.2,149,71
332.63999999999993,26,36
2347.0499999999984,126,79
2580.909999999999,148,56
613.9499999999999,34,3
272.04,18,49
1212.8400000000001,30,49
350.1600000000001,33,52
172.24999999999997,7,351
351.13000000000005,20,53
1682.0800000000004,137,1
616.6499999999999,45,35
223.85000000000002,11,22
348.99,21,74
464.56999999999994,27,10
802.8499999999999,10,168
337.3399999999999,17,57
1230.9300000000003,59,85
307.4,16,294
608.7899999999998,23,108
922.0999999999997,31,263
361.28,27,170
158.85,9,168
71.66,7,34
556.7499999999999,46,22
839.1400000000002,49,16
4912.41,47,21
561.57,11,78
90.6,5,64
101.99999999999999,3,360
2427.3199999999974,160,2
728.5600000000001,36,10
674.4499999999998,39,175
3246.091,138,210
3515.6800000000003,20,6
378.5899999999999,30,1
322.96,33,153
1026.4200000000003,152,4
-102.45,5,371
598.1999999999999,92,78
230.22,12,20
169.55,11,21
664.54,35,307
80.7,2,145
8986.69,633,6
2702.2199999999993,158,8
190.25000000000009,15,70
264.7,11,286
413.59,28,48
2503.2299999999996,340,30
357.9800000000001,10,206
196.79,15,14
869.8700000000001,54,72
200.14000000000001,11,59
1861.11,115,38
2590.46,112,29
488.03000000000003,17,26
7024.530000000005,353,3
320.46000000000004,13,16
4098.800000000001,239,19
1266.0799999999997,41,65
311.3,16,212
850.6299999999999,86,11
76.8,5,29
3409.6600000000003,125,31
2313.140000000001,155,3
1383.4899999999998,87,14
3865.2600000000034,212,9
633.71,16,205
2030.33,40,45
529.73,47,133
4582.639999999999,171,42
2874.7200000000007,84,9
962.1899999999999,30,115
685.9299999999998,44,197
328.8,11,277
473.02,34,109
505.18000000000006,39,76
917.34,20,52
4328.46,162,153
1398.9600000000005,68,46
642.8000000000001,39,16
631.9000000000001,22,154
440.0,28,224
584.0699999999998,31,6
327.7,16,121
104.82000000000002,6,60
467.65999999999997,15,62
2360.0899999999997,243,17
14634.639999999992,258,6
2929.840000000001,152,1
512.02,92,21
1428.0200000000002,66,28
626.6499999999999,38,284
147.20000000000005,28,175
1554.4799999999989,93,77
152.2,6,32
3542.1899999999996,241,40
141.41,21,265
652.8199999999993,209,26
1659.75,6,108
154.98999999999998,14,283
1290.0099999999998,34,8
375.1299999999999,88,276
5639.149999999996,505,16
746.3600000000001,54,31
15477.33999999999,215,0
225.35999999999993,56,19
260.25,4,123
92.46,6,64
725.6400000000001,10,105
8124.399999999982,1128,0
6147.4000000000015,291,23
183.59999999999997,8,266
6135.379999999998,203,4
10464.85,111,9
1188.3199999999997,82,28
152.55,7,266
374.69999999999993,52,63
265.85,24,319
1307.4100000000026,333,3
139.54,14,20
942.2599999999998,43,4
122.46999999999997,46,128
499.41999999999996,42,40
1049.3700000000003,65,101
375.09999999999997,12,124
45.599999999999994,4,32
904.67,156,266
182.24999999999997,29,364
1018.4299999999998,181,3
4435.789999999997,451,1
181.66999999999996,70,2
50415.49,590,9
161.0,14,56
76.32000000000001,1,324
4063.100000000003,217,7
442.8499999999999,105,11
57120.90999999968,5128,3
147.34999999999997,21,36
3092.9700000000003,252,15
194.9,26,137
5976.79,35,73
1314.7300000000002,84,4
216.20999999999998,21,154
1260.3300000000002,76,84
2688.48,124,51
594.1600000000001,35,30
80.19999999999999,14,22
5669.65,157,3
688.6,11,13
2774.1699999999964,173,22
1377.92,40,3
386.53,15,273
1382.7400000000002,72,19
90.0,3,143
-19.9,1,353
2740.3,161,3
419.58000000000004,5,83
2740.4300000000017,167,10
643.6300000000001,16,7
709.7099999999996,44,122
637.5000000000001,46,60
1123.86,52,1
483.85999999999996,67,318
3580.130000000001,201,1
590.3399999999999,30,129
4690.31,134,1
982.3800000000005,47,1
415.81999999999994,26,45
920.0499999999996,67,3
879.0300000000003,46,2
311.81000000000006,22,372
115.8,7,133
3148.2,12,46
2949.57,245,8
468.4,6,48
157.2,3,233
259.43000000000006,40,212
658.6400000000001,26,35
611.0900000000001,50,74
1345.6200000000003,52,238
118.75,6,265
113384.13999999985,1420,9
400.4300000000002,49,19
507.66000000000014,41,39
4678.299999999991,1212,19
1110.52,108,215
289.36000000000007,25,173
2445.9100000000008,52,86
1631.7700000000002,29,70
122.53999999999999,25,275
574.8399999999999,52,38
363.78999999999996,58,97
450.84000000000003,29,10
134.46,26,32
3108.0600000000018,164,50
574.0,32,296
554.46,43,84
1620.93,327,8
719.7799999999997,165,40
4640.769999999999,248,10
452.89,24,66
197.65,3,330
2018.91,71,8
4604.3099999999995,277,1
4660.010000000002,263,1
853.3900000000001,42,67
11216.74999999999,604,4
962.6999999999998,8,201
335.52,6,106
663.4999999999999,44,3
185.39999999999998,2,217
688.0400000000001,39,59
161.02999999999997,44,1
218.78000000000003,39,10
308.25999999999993,21,238
151.73999999999998,10,94
2067.1300000000006,88,10
1900.89,103,90
2208.2999999999997,118,52
1070.48,9,89
-1192.2000000000003,5,371
1000.2299999999997,70,30
1777.9200000000008,109,11
1839.3,59,2
1925.36,107,1
169.48000000000002,12,42
89.94,7,3
632.4,21,246
3427.849999999999,194,41
683.17,41,176
975.23,61,91
1050.1200000000001,118,109
2201.64,73,28
3315.710000000002,183,25
1450.6,43,51
822.0600000000001,54,178
2043.9300000000003,118,31
1447.5100000000007,36,43
775.4600000000004,159,21
3093.8599999999997,80,9
490.86,15,80
161.00000000000003,9,372
146.85,8,325
2323.5000000000014,116,42
890.3400000000005,42,29
213.70000000000002,10,183
280.55,16,234
2535.8799999999987,148,8
1677.4799999999998,112,175
1474.0600000000006,75,110
136.77,20,277
302.58,8,317
1904.0500000000002,111,6
2879.7000000000003,78,1
935.06,54,253
3087.27,107,50
12650.079999999996,112,8
120.0,5,141
1163.4499999999998,52,50
2618.230000000001,143,7
319.4700000000001,19,154
530.18,31,108
1279.0899999999997,66,150
492.6499999999999,29,331
112.32000000000002,10,225
437.96000000000004,33,73
559.9700000000001,29,50
1019.3899999999996,75,87
3957.000000000001,228,14
134.04,8,196
3729.3400000000042,156,2
578.4500000000002,34,30
1910.0100000000004,27,20
4595.809999999998,285,23
151.23,11,7
413.85,17,211
911.2599999999999,47,8
2307.4499999999994,103,10
3873.2999999999984,238,1
4819.329999999998,108,7
1046.5599999999993,61,2
154.7,7,39
1284.0599999999997,64,17
50862.43999999997,1640,2
2855.3499999999995,162,7
43.2,3,18
632.04,16,107
197.1,27,222
1803.76,110,70
2083.4199999999996,35,50
2995.7200000000007,180,88
2319.6800000000007,123,7
229.71000000000004,27,224
1611.5899999999995,87,46
120.0,8,106
2456.979999999999,104,20
508.58,24,64
343.11,42,206
1530.749999999999,123,10
574.2600000000001,41,114
166.85,9,234
311.65000000000003,12,162
4928.740000000004,269,8
462.65999999999997,28,123
866.3099999999998,26,22
351.45,19,63
2539.4600000000005,163,16
468.26,63,15
1614.9100000000008,90,16
554.2199999999999,34,157
289.91,18,234
134.7,6,218
2166.3799999999983,130,44
607.7100000000002,24,20
889.9300000000002,71,126
108.97999999999999,6,38
1021.5800000000002,60,120
409.57,18,259
133.50000000000006,31,9
258.7,21,270
51.0,1,164
1078.96,47,156
90.6,6,214
163.62,9,5
174.4,11,365
666.9399999999999,38,59
225.77000000000012,41,42
882.5800000000002,58,18
2128.23,118,31
161.20000000000002,41,21
3717.349999999999,69,108
9167.820000000007,533,7
155.00000000000003,8,319
100.5,4,294
76.55,4,357
257.67999999999995,75,184
617.05,11,190
348.1,46,43
202.6800000000001,56,51
626.07,131,25
1247.6899999999998,59,37
202.11,14,8
142.4,7,296
1770.5600000000013,140,32
3172.040000000002,191,8
999.7199999999998,62,8
4592.470000000003,291,9
67.94999999999999,5,217
3471.9100000000008,353,1
487.99,73,64
2556.6800000000007,95,0
559.7,26,140
4039.9799999999987,183,3
1426.3100000000002,26,129
1434.7200000000003,104,33
156.75,8,118
2111.0799999999995,76,106
2606.53,107,10
1908.2499999999998,55,70
576.2999999999998,287,15
1063.0,14,310
761.3300000000002,45,34
122.7,23,361
1485.1300000000003,98,91
5811.559999999999,612,0
490.22,14,21
1937.2500000000002,124,3
1058.0600000000002,206,10
385.87,30,84
813.11,27,56
4263.64,222,0
265.2,3,217
322.08,1,17
3918.9000000000005,264,18
363.34000000000003,17,49
1230.1400000000003,148,6
397.76,22,298
2255.5099999999984,382,9
1372.8,12,21
89.06,9,98
-43.400000000000006,6,142
131.9,9,305
2661.24,32,319
2357.6800000000003,55,7
1545.1400000000006,59,0
1544.6200000000001,68,1
1400.8800000000003,98,53
1039.5800000000008,293,0
1163.2300000000005,70,18
375.35,20,8
907.0999999999999,258,18
483.25,40,180
662.5900000000001,109,59
264.44000000000005,62,10
119.93000000000002,22,189
3047.6299999999987,977,4
113.64,4,310
1837.9199999999996,37,154
383.34,17,109
2103.059999999999,180,147
1965.9000000000003,246,63
529.62,6,97
1058.6200000000008,130,246
2272.4000000000015,72,28
598.7599999999999,90,17
461.19000000000005,43,11
1936.8400000000013,281,103
234.34,7,73
537.71,30,42
799.8199999999997,47,71
215.7,19,256
1307.8100000000002,11,19
316.24999999999994,18,253
279.05,13,10
636.5100000000001,30,164
2068.150000000001,144,17
129.20000000000002,10,149
321.91999999999996,14,49
165.75000000000003,47,38
1183.5800000000002,145,26
1047.4300000000003,49,50
463.38000000000005,30,206
340.93,17,174
2362.8400000000006,123,6
139.56,7,25
123.79999999999998,6,50
538.8100000000001,19,311
457.4699999999999,31,300
1957.3200000000004,193,42
815.32,194,25
356.85,7,87
190.30999999999997,12,63
2351.02,631,19
3543.2600000000016,164,2
673.2599999999995,107,46
5818.699999999986,803,16
2012.1700000000012,316,16
1368.1799999999994,98,23
276.41999999999996,57,21
1267.41,71,10
275.28,23,187
438.49,18,100
1055.35,73,60
2102.0899999999997,101,17
330.45,18,32
174.37,16,63
270.6,4,1
974.54,17,23
241.09000000000003,12,107
1867.6800000000007,203,31
4221.369999999997,298,8
7711.379999999953,1011,2
364.22,18,36
620.0399999999998,229,59
2925.910000000001,216,25
932.8499999999997,64,235
1812.6200000000006,65,24
4075.349999999999,558,2
2841.0900000000047,333,58
171.8,19,259
355.5600000000001,10,57
388.2499999999999,19,64
537.48,32,15
996.26,76,9
1461.6499999999999,111,58
103.25000000000001,5,185
2916.1700000000005,107,3
2024.4500000000005,114,23
2487.0200000000023,417,3
3986.739999999999,367,3
652.8,4,150
289.2399999999999,56,310
765.6200000000001,48,10
186.23000000000002,10,17
165.07000000000005,58,151
859.27,113,18
2381.040000000002,216,9
324.14000000000004,21,56
0.0,32,63
2174.1800000000007,76,6
1080.7600000000004,69,75
4709.22,446,3
3073.7700000000023,129,95
1432.0,4,110
1524.4600000000005,34,34
227.39,12,0
218.05999999999992,29,280
2803.690000000001,273,2
1603.7200000000014,241,179
35.400000000000006,1,371
859.7100000000011,123,12
168.63,24,2
138.6,17,16
114.11,6,40
1052.5500000000004,330,5
1029.2599999999995,101,168
157.05,29,49
134.15999999999997,27,226
1598.2400000000007,384,18
39.75,3,371
1447.140000000001,197,14
570.4599999999998,164,34
617.9900000000001,152,21
379.82999999999987,53,6
1740.6000000000001,102,19
883.1500000000002,55,10
221.97000000000003,50,43
393.3299999999999,25,305
213.96000000000004,7,10
660.0,2,274
11713.850000000064,2782,0
11341.100000000002,114,15
1785.1499999999999,20,3
601.5600000000001,4,71
406.08000000000004,3,242
538.59,17,8
379.50999999999993,22,238
393.28000000000003,30,203
1765.76,96,0
320.58,21,184
869.3499999999999,135,31
225.84999999999997,13,56
848.48,57,184
2757.0699999999997,126,8
-21.849999999999998,5,311
671.96,24,90
939.2100000000002,153,3
1006.9799999999998,41,50
114.55999999999999,8,262
344.9000000000001,20,265
609.8500000000001,28,35
443.6,16,50
2952.3400000000024,175,51
2042.149999999999,113,15
110.46,7,21
96.12,2,58
668.6100000000001,34,169
780.4599999999999,29,8
597.09,30,156
279489.0199999999,2085,1
243.21999999999994,30,200
1417.2899999999997,199,4
654.5999999999998,102,66
114.18000000000002,29,76
1947.5499999999997,237,0
1930.15,50,3
291.04999999999984,80,168
838.2700000000001,127,17
247.14999999999998,29,4
2456.5300000000007,259,8
285.73999999999995,30,86
107.95,4,26
771.1700000000003,168,28
637.89,99,19
1258.3800000000003,117,60
195.24999999999997,14,23
9231.200000000004,576,10
1269.9900000000002,170,241
411.5300000000001,132,279
765.55,61,234
1736.3999999999994,74,2
604.7499999999999,102,15
2543.24,44,30
-2.55,1,371
26932.339999999997,320,24
498.95,7,70
52.0,2,187
1236.2800000000013,421,25
628.3799999999999,15,106
5107.379999999999,359,7
112.80000000000001,13,208
358.61,54,43
2114.3299999999995,71,30
582.0500000000001,69,136
172.9,8,264
2070.97,133,3
188.60999999999996,22,217
1250.7600000000014,210,1
109.12999999999998,8,213
2235.2999999999997,115,31
2486.219999999999,350,10
3250.639999999998,348,0
318.1699999999999,22,14
1546.9099999999999,415,10
179.0,1,198
1096.6699999999998,29,2
4911.140000000007,197,14
606.1300000000002,139,13
2838.199999999997,359,9
917.07,25,28
2664.2599999999998,341,8
160.19,10,23
867.3800000000001,71,24
329.6799999999999,55,42
1592.1800000000007,238,1
663.8100000000003,37,5
187.91999999999996,29,146
1158.3,278,9
718.08,52,24
268.58,10,273
313.48999999999995,71,373
2005.0600000000063,501,0
380.0199999999999,45,46
2686.3399999999997,149,7
9451.539999999997,216,8
5807.69,205,3
1164.55,17,3
1289.9399999999998,56,38
3899.1000000000004,61,1
1423.2099999999991,93,190
1400.3400000000004,59,11
1088.53,28,15
1167.16,70,112
294.3,19,247
1311.7899999999997,92,28
389.63999999999993,5,43
563.15,30,86
638.0500000000001,41,44
4965.379999999999,237,9
738.9599999999998,38,14
420.5,19,74
1484.0599999999995,71,144
1625.9699999999993,102,4
53.8,7,293
255.90000000000003,11,58
300.52,21,263
250.55,7,43
254.10999999999996,39,28
2423.07,137,7
139.50000000000003,6,16
10641.600000000006,1094,2
876.4199999999997,52,231
139.26,9,111
1011.9,60,57
2195.5799999999995,134,50
-17.45,3,3
730.8599999999999,35,126
386.1499999999999,41,280
447.67999999999995,27,54
200.10000000000002,6,319
289.99,15,25
77.4,3,9
679.4399999999998,30,6
197.64000000000001,6,28
745.0600000000001,46,16
0.0,4,63
214.14000000000001,15,3
1272.11,82,2
131.45,6,165
7839.5099999999775,1165,0
173.74,12,52
157.7,13,50
4236.339999999998,392,47
193.1399999999999,59,60
845.5500000000002,44,161
353.2699999999999,12,8
554.65,47,14
193.39000000000004,11,74
2175.369999999998,256,39
2087.879999999999,255,40
155.42999999999998,30,369
778.5,53,36
271.85,4,196
1110.3399999999997,63,199
657.8,48,73
272.06999999999994,13,63
507.2900000000001,29,20
48.800000000000004,2,366
321.4299999999999,70,179
1127.7100000000003,29,9
2226.9099999999985,121,3
2139.76,17,196
644.65,45,28
197.13,40,52
1698.3500000000001,70,17
102.44999999999999,6,9
1641.2000000000012,110,89
62.85,4,267
3295.7599999999993,138,52
2456.7999999999997,158,34
3189.8099999999995,130,63
309.4,13,148
7904.279999999997,392,21
278.15000000000003,22,311
511.34999999999985,28,22
2836.6899999999982,143,57
463.04999999999995,10,8
2749.8900000000003,131,77
645.6500000000001,20,118
1311.3800000000006,66,35
1165.6499999999996,61,59
1352.0399999999993,59,12
168.62000000000003,12,8
125.79000000000002,6,51
841.2000000000002,48,25
266.76,11,28
52.2,4,6
14197.450000000008,103,10
701.3300000000002,37,185
2939.640000000002,147,2
721.95,72,3
327.24999999999994,13,261
522.3799999999997,98,2
519.68,28,209
1448.7200000000003,50,8
1485.5400000000006,124,12
706.1900000000002,47,76
255.4,17,19
589.7,11,26
756.6400000000001,54,18
765.3199999999999,15,131
364.80000000000007,18,252
1862.0,6,78
369.2,20,206
135.9,10,335
125.65,7,253
554.38,33,147
1237.8500000000004,73,9
655.7499999999999,23,84
11020.260000000007,506,7
468.77,43,204
1366.38,55,7
1228.3199999999995,119,22
1414.9900000000005,98,10
314.11000000000007,24,20
2744.4800000000005,364,20
1025.4399999999998,69,1
599.9000000000001,18,153
3478.8499999999976,168,2
277.79999999999995,9,73
389.86000000000007,35,2
132572.6199999998,5903,0
841.5199999999998,28,16
1227.4300000000005,87,35
258.83000000000004,13,85
1264.8399999999997,79,70
1610.1499999999996,45,115
977.77,57,212
1316.0700000000004,78,29
749.0999999999998,44,50
310.05,10,245
223.88,11,31
2372.860000000001,128,108
964.6800000000002,42,4
363.53,17,365
1888.8400000000006,88,72
1784.7099999999998,10,296
8117.42,366,8
1617.63,35,56
5842.950000000003,172,29
100.9,3,13
290.82000000000005,14,71
1066.5699999999995,64,22
361.25,20,8
311.69000000000005,20,78
7912.79,149,45
289.82,55,24
336.16999999999985,85,11
58.49000000000001,12,252
499.6799999999999,42,146
684.9699999999999,61,58
221.26999999999992,27,7
7006.580000000002,317,10
126.70000000000002,5,270
1487.8000000000013,198,9
206.21,13,246
598.9999999999999,83,95
191.3199999999999,38,14
463.8,6,49
147.59,37,29
1592.06,34,67
1116.5699999999993,160,34
114.77000000000002,18,127
1314.45,32,106
114.39,21,36
279.94,11,56
765.8599999999997,73,56
1931.4200000000028,216,71
102.11999999999998,8,245
213.26999999999998,41,18
296.7499999999999,87,197
326.4,4,15
334.54,40,211
233.23000000000005,61,38
540.98,27,45
429.8699999999999,75,169
490.52,77,47
1641.7599999999998,115,115
1246.3199999999995,158,146
6180.489999999992,1160,15
502.08999999999975,144,50
156.91000000000003,12,158
1261.7799999999997,182,11
308.94000000000005,20,35
423.0399999999996,128,53
260.16999999999996,35,42
170.04,20,172
125.58000000000003,20,33
456.26,32,38
265.9999999999999,70,266
1872.2800000000025,479,8
905.0399999999995,135,11
6763.15999999999,563,2
1661.3300000000006,155,9
377.01,72,32
469.0,61,79
1051.9499999999996,37,30
627.13,48,7
518.28,7,71
668.14,111,3
4464.0999999999985,55,255
2571.020000000001,513,4
4277.659999999998,400,15
252.72999999999996,27,89
465.55,127,71
665.5899999999997,133,42
19786.43999999997,1508,9
180.35000000000002,67,169
135.93,5,198
537.0,3,30
7629.3799999999965,461,18
633.66,13,151
5064.01,207,8
343.62,22,269
380.5699999999998,98,64
121.17000000000002,3,273
1727.1700000000005,80,24
1391.6100000000001,143,22
215.78,30,318
697.79,71,4
302.09999999999997,114,11
1489.5,25,274
2124.9900000000025,276,24
1325.8200000000006,239,40
303.0899999999999,121,7
54228.74000000002,410,3
987.8599999999999,57,70
370.79999999999995,5,212
3135.9800000000005,158,37
760.5899999999999,53,31
1744.7600000000004,82,77
553.3599999999998,104,45
1109.5300000000007,70,178
106.2,1,372
982.0699999999997,26,93
612.4300000000001,76,9
748.8700000000002,42,104
773.0300000000002,27,77
880.8500000000004,49,172
9623.350000000022,451,6
893.66,48,212
487.34999999999985,35,21
88.19999999999999,5,256
306.94,15,281
1140.27,60,20
2420.8400000000024,145,9
381.32000000000005,23,307
476.96,31,53
457.80999999999995,26,214
4410.139999999998,112,17
1364.6999999999996,49,103
219.39,11,42
248.07999999999996,25,3
649.5,5,181
410.48,23,83
635.1,6,329
310.03,9,8
703.3599999999998,35,30
1002.54,71,166
2298.930000000001,101,17
1407.7300000000002,102,17
247.65999999999997,20,310
1291.75,61,141
463.75,31,240
970.2499999999999,40,23
1567.4799999999998,84,28
3439.4100000000008,101,9
2760.5599999999977,197,29
340.11000000000007,21,17
1352.7500000000002,45,17
1550.13,80,14
244.8,1,133
266.4,14,245
343.8199999999999,22,129
457.71999999999997,28,49
1612.1299999999994,87,84
2199.309999999999,106,6
184.19,15,22
11117.050000000001,140,24
406.53000000000003,16,65
1419.5400000000009,111,59
3447.4,84,49
330.11,22,169
977.9300000000002,52,17
982.4199999999998,29,127
1387.99,73,14
127.14999999999998,10,232
1282.4500000000005,69,2
178.96000000000006,13,239
2350.0000000000005,81,51
498.74,26,45
259.45,14,225
6530.040000000007,218,7
1194.7300000000005,67,3
1313.6600000000008,95,164
608.65,29,218
301.28999999999996,20,10
520.8,23,133
5303.969999999995,344,16
4684.240000000001,278,9
329.25,22,30
240.26999999999992,92,73
961.4899999999999,55,0
1869.500000000001,133,3
401.4000000000001,7,44
18573.68000000001,720,1
158.16000000000003,4,356
304.4699999999999,29,17
843.0499999999997,103,68
487.75,27,372
162.99999999999997,41,320
106.56,5,25
1034.5,7,324
1624.0499999999997,110,8
135.75,11,322
224.14000000000007,23,71
40.5,3,259
2186.2000000000003,95,17
87.5,6,366
680.2799999999999,18,65
622.8499999999999,29,153
406.76,63,28
310.62000000000006,21,69
411.40999999999997,19,13
4670.080000000001,93,1
15802.140000000009,232,0
1044.3200000000004,51,119
499.32,19,60
7521.169999999997,326,2
3861.0,1,2
656.4399999999998,36,8
193.64,10,91
1268.6999999999998,13,58
927.8400000000003,97,78
1827.7999999999984,142,25
316.58000000000004,9,356
648.8299999999998,38,84
420.29999999999995,9,9
867.62,43,0
331.18,20,224
894.41,52,59
88.94999999999997,7,238
325.04999999999995,25,318
1661.44,110,1
615.99,43,44
96.6,2,87
5756.890000000001,166,10
305.75,9,175
1758.9199999999994,119,51
114.10000000000001,11,365
585.0,5,318
454.9000000000001,32,225
310.47999999999996,16,357
409.4000000000001,23,233
154.41,8,310
1219.4,58,36
3376.9600000000005,126,65
429.6,23,238
612.0600000000001,31,112
197.0,14,276
2247.5099999999998,143,217
321.05,15,298
1412.320000000001,99,1
1056.5399999999997,52,28
764.3399999999999,52,9
1685.57,83,44
1738.5900000000006,111,66
316.68,22,73
631.57,34,64
2515.8400000000006,89,133
514.1500000000001,33,237
356.0,6,121
6657.360000000006,358,31
10327.109999999999,121,8
740.7800000000001,44,35
915.2999999999996,55,15
300.36000000000007,18,126
890.8499999999999,47,66
98.45,6,148
232.14999999999998,8,280
623.1600000000001,34,168
1780.77,78,99
254.82000000000002,19,134
178.95000000000002,10,323
156.50999999999996,12,106
393.74000000000007,23,63
1506.1200000000001,82,150
119.30000000000001,6,337
1717.36,11,21
408.8,2,23
2298.2000000000003,48,15
2485.820000000002,275,6
721.9399999999998,63,56
716.5700000000003,47,3
609.1899999999998,42,30
135.31000000000003,52,65
255.89999999999998,12,46
277.40999999999997,21,354
113.12,16,171
2239.9499999999994,150,58
240.55,3,49
485.24,21,21
2306.519999999999,88,42
935.1000000000004,59,28
7803.77,212,4
4596.510000000002,109,25
